cod,descricao
090131,PIMENTA BROMIL  VERMELHA 50G  C.P.
090132,MIX DE PIMENTAS  170G C.P.
090133,PIMENTA  BIQUINHO 150G  C.P.
090134,PIMENTA DEDO DE  MOÇA 130G C.P.
090135,PIMENTA CUMARI  DO PARA 180G C.P.
090136,PIMENTA CURTIDA  180G C.P.
090137,MOLHO DE  PIMENTA VULCAO  150ML M.P.
090138,SUPRASAL 500G  T.P.
090139,COLORÍFICO  EXTRA 1KG T.P.
090140,CEBOLA PICADA  180G T.P.
090141,SALGADINHO  PURURUCA BACON  200G T.P.
090143,SALGADINHO  PURURUCA  NATURAL 200G T.P.
090144,SALGADINHO DE  MILHO 150G T.P.
090145,BATATA MEXICANA  60G T.P.
090147,CALDO DE PEIXE  C/E. FINAS 180G  T.P.
090148,CALDO DE  CAMARÃO C/E.  FINAS 180G T.P.
090149,TAPIOCA 500G T.P.
090150,ALHO EM FLOCOS  20G E.P.
090151,GENGIBRE EM PÓ  20G E.P.
090152,CEBOLINHA  DESIDRATADA 6G  E.P.
090153,SALSA  DESIDRATADA 6G  E.P.
090154,COENTRO  DESIDRATADO 6G  E.P.
090155,MOLHO DE  PIMENTA VULCÃO  1.010 KG M.P.
090156,MOLHO DE  PIMENTA C/ AÇAÍ  CREMOSO 150ML  M.P.
090157,MOLHO DE  PIMENTA C/ AÇAÍ  CREMOSO 1.010  KG M.P.
090158,MOLHO ARABE  3LTS M.P.
090159,MOLHO DE ALHO  3LTS M.P.
090160,MOLHO DE ALHO  C/ PIMENTA 3LTS  M.P.
090161,MOLHO DE ALHO  C/E. FINAS 3LTS  M.P.
090162,MOLHO DE CEBOLA  3LTS M.P.
090163,MOLHO DE  PIMENTA 3LTS M.P.
090164,MOLHO DE  PIMENTA AMARELA  3LTS M.P.
090165,MOLHO DE  PIMENTA  CALABRESA 3LTS  M.P.
090166,MOLHO DE  PIMENTA VERDE  3LTS M.P.
090167,MOLHO DE  PIMENTA VULCÃO  3LTS M.P.
090168,MOLHO DE SALSA  3LTS M.P.
090169,MOLHO INGLES  3LTS M.P.
090170,MOLHO P/  CHURRASCO 3LTS  M.P.
090171,MOLHO P/  GRELHADOS 3LTS  M.P.
090172,MOLHO SHOYU  3LTS M.P.
090173,MOLHO DE  PIMENTA C/ AÇAÍ  3LTS M.P.
090174,KETCHUP  TRADICIONAL  3LTS M.P.
090175,MOLHO BARBECUE  1.010 KG M.P.
090176,MOSTARDA 3.100  KG M.P.
090177,KETCHUP  TRADICIONAL  200G M.P.
090178,KETCHUP  TRADICIONAL  1.010 KG M.P.
090179,KETCHUP  TRADICIONAL  400G M.P.
090180,MOLHO BARBECUE  3.100 KG M.P.
090181,MOLHO BARBECUE  200G M.P.
090182,MOSTARDA 1.010  KG M.P.
090183,MOSTARDA 200G  M.P.
090184,PURO ALHO 200G  T.P.
090185,PURO ALHO 1KG  T.P.
090186,PURO ALHO 2KG  T.P.
090187,ALHO EM PASTA  200G T.P.
090188,ALHO EM PASTA  1.010 KG T.P.
090189,AVEIA EM FLOCOS  FINA 120G L.P.
090190,CACAU EM PÓ 80G  L.P.
090191,CAMOMILA  NACIONAL 20G L.P.
090192,CHÁ VERDE EM  FOLHAS 50G L.P.
090193,DETOX VERDE 35G  L.P.
090194,EXTRATO DE SOJA  NATURAL 100G L.P.
090195,FARINHA DE AVEIA  120G L.P.
090196,FARINHA DE  BANANA VERDE  100G L.P.
090197,FARINHA DE  BERINJELA 100G  L.P.
090198,FARINHA DE CHIA  100G L.P.
090199,FARINHA DE COCO  60G L.P.
090200,FARINHA DE  LINHAÇA  DOURADA 100G  L.P.
090201,FARINHA DE  MARACUJA 100G  L.P.
090202,FARINHA DE  TRIGO INTEGRAL  250G L.P.
090203,GENGIBRE EM  CUBO  CRISTALIZADO  25G L.P.
090204,GENGIBRE EM PÓ  100G L.P.
090205,GERGELIM EM  GRÃOS 100G L.P.
090206,GOJI BERRY  FRUTA  DESIDRATADA 80G  L.P.
090207,GRANOLA DIET  150G L.P.
090208,GUARANÁ EM PÓ  100G L.P.
090209,HIBISCO FLORES  40G L.P.
090210,LINHAÇA  DOURADA 150G  L.P.
090211,PROTEÍNA DE  SOJA CARAMELO  100G L.P.
090212,QUINOA EM  GRÃOS 100G L.P.
090213,SAL FINO DO  HIMALAIA 80G L.P.
090214,SAL GROSSO DO  HIMALAIA 80G L.P.
090215,SECA BARRIGA  GOJI BERRY 80G  L.P.
090216,SEMENTE DE CHIA  150G L.P.
090217,SOJA CROCANTE  BACON 100G L.P.
090218,SOJA CROCANTE  CHURRASCO 100G  L.P.
090220,MOLHO DE  PIMENTA  VERMELHA  CREMOSO 150ML  M.P.
090221,MOLHO DE  PIMENTA  DEFUMADA  CREMOSO 150ML  M.P.
090222,MOLHO DE  PIMENTA VERDE  CREMOSO 150ML  M.P.
090225,MOLHO DE  PIMENTA C/ ALHO  E ERVAS CREMOSO  150ML M.P.
090226,MAIONESE  DEFUMADA 200G  M.P.
090227,MAIONESE  TEMPERADA 200G  M.P.
090228,SUPRA JACK 200G  M.P.
090229,CHIMI CHURRI  CREMOSO 200G  M.P.
090230,MOLHO 3 EM 1  200G M.P.
090231,PASTA DE  PIMENTA  CREMOSA 200G  C.P.
090232,MOLHO DE  PIMENTA  BIQUINHO  CREMOSO 150ML  M.P.
090233,COLORÍFICO  PRÁTICO 500G T.P.
000010,SERVIÇO
100001,GRANITO VERDE  UBATUBA EM PIAS  / LAVATORIOS
100002,GRANITO VERDE  UBATUBA  RECORTADO EM  SOLEIRAS / PEI
100003,SOLEIRA GRANITO  VERDE LABRADOR
100004,PERFIL W 150 X 13  I 6 C 6M
100005,PERFIL U 762 X  432MM 3  LAMINADO
100006,PNEU 175/65R14  CINTURATO P1
100007,PNEU 175/65R14  CINTURATO P1
100008,VALVULA DE  SEGURANCA TR414
100009,TERMINAL  DIRECAO LD SIENA  FIRE
100010,FLUIDO DE FREIO  DOT 4
100011,SILENCIOSO  INTERMEDIARIO  SIENA FIRE
100012,ABRACADEIRA  17/8 POLEGADAS
100013,ABRACADEIRA  17/8 POLEGADAS
100014,SILENCIOSO  TRASEIRO SIENA  FIRE
100015,COXIM  SILENCIOSO  TRASEIRO SIENA  FIRE
100016,MARTELETE 24MM  780W HR2470  110V+KT BR UN  0001 UN
100017,TALHADEIRA SDS  PLUS 250MM  BOSCH UN 0001 UN
100018,TRANSFORMADOR  BANTAM 250A  ESAB UN 0001 UN
100019,PERFIL CONF T  GLUME 0.40+DE  100MT
100020,PERFIL U -  2&AMP;QUOT; X  2.65MM (50 ABA  25)
100021,VERG LISO  (10.0MM) -  3/8&AMP;QUOT;
100022,CALHA/ RUFO  (VAR.) LARG. 40
100023,TAMPA P/ CALHA
100024,CANECA P/ CALHA  100MM
100025,SILICONE 280 GR  (TUBO)
100026,T - 2 X 1/4
100027,PERFIL U -  3&AMP;QUOT; X  2.00MM (75 ABA  40)
100028,PARAF FIX TELHAS  1 (6.30 X 25MM) X  14 (3/8)
100029,ELET ESAB OK  SERRALHO 3.25  (GRO)
100030,PERFIL CONF T  GLUME 0.40  MENOR1MT
100031,REBITE 440  (CX1000) COD310
100032,TUBO QUAD GALV.  50 X 30 X 1.55 (16)
100033,BARRA CHATA 1 X  1/4
100034,VERG LISO  (12.00MM) -  1/2&AMP;QUOT;
100035,CH. GALV. 0.80  (22) - (2X1)
100036,CANTONEIRA 1 X  1/4
100037,SELADORA DE  TAMPAS POR  INDUÇÃO
100038,BUCHA DE  REDUCAO SD  LONGA 50 X 25MM - TIGRE
100039,JOELHO 90 SD  75MM -TIGRE
100040,ABRAC.CINTA  PERFUR.1MTX18MM -THELMAR
100041,CILINDRO DE  RODA KOMBI
100042,PASTILHA DE  FREIO KOMBI
100043,LONA DE FREIO  KOMBI
100044,AMORTECEDOR  TRASEIRO KOMBI
100045,AMORTECEDOR  DIANTEIRO KOMBI
100046,AMORTECEDOR  DIRECAO KOMBI
100047,CILINDRO MESTRE  KOMBI
100048,PERFIL U ENRIJ  GALV 75 X 40 X 15  X 195
100049,ELETRODO 325
100050,ADAPT SD  CXDAGUA 60X2" - TIGRE
100051,ADAPT SD  CXDAGUA  40X1.1/4 -TIGRE
100052,ADAPT SD  CXDAGUA 25X3/4 - TIGRE
100053,TE SD C/BCH  LATAO 25MM X 1/2  -TIGRE
100054,INTERPRIME 198  CINZA - GL
100055,INTERTHANE 990  BASE PASTEL
100056,INTERTHANE 990  COMP.B
100057,REDUTOR GTA 007  LT
100058,REDUTOR GTA 713  LT
100059,PINCEL ATLAS  915/06
100060,SELADOR ACR  SUVINIL 18L
100061,SUVINIL SB PALHA  18L
100062,TRANSFORMADOR  A ÓLEO EM COBRE  112.5 KVA  13.8/12.6 220/127  V
100063,ELETROCALHA  PERF TIPO U  300X100 #18 GF
100064,ELETROCALHA  PERF TIPO U  200X100 #18 GF
100065,PERFILADO  PERFURADO  38X38X6000 #18  GALV FOGO
100066,TE PERF  HORIZONTAL 90  300X100 #18 GF
100067,CURVA PERF  HORIZONTAL 90  300X100 #18 GF
100068,CURVA PERF VERT  EXT 90 300X100  #18
100069,JUNCAO  PERFURADA  SIMPLES 100 #18  GF
100070,SAIDA P  PERFILADO 38X38
100071,PARAF CAB LENT  AUTO 1/4X5/8 BC
100072,PROLONGADOR  1/4 X 25  SEXTAVADO
100073,PINO C/ ROSCA 1/4
100074,PORCA SEXT 1/4  BCR
100075,ARRUELA LISA 1/4  BC
100076,VERGALHAO  ROSCADO  1/4X3000  BICROMATIZADO
100077,REDUCAO PERF  CONC  300X100/200X100  #18
100078,TE PERF VERT DE  DERIVACAO  300X100 #18
100079,TAMPA DE  ENCAIXE 300X3000  #18 GF
100080,TERMINAL DE  FECHAMENTO  300X100 LISA #18
100081,ACOPLAMENTO  300X100 LISA #18
100082,GANCHO CURTO  P/PERFILADO GF
100083,JUNCAO INTERNA  I P/PERFILADO GF
100084,SAPATA INTERNA  1 FURO GF
100085,SAIDA LATERAL  DUPLA 3/4 GF
100086,CHUMBADOR CBA  C/PARAFUSO 1/4X2
100087,PORCA  LOSANGULAR 1/4  BICROMATIZADO
100088,ESTOPA 400G
100089,HAMMERITE  PRATA 2.4L
100090,MASSA ACR  SUVINIL 18L
100091,REDUTOR 1101  TEMPO 5L
100092,STRIPTIZI 4KG
100093,SUVINIL SPRAY  MULT PRETO BR
100094,SUVINIL SPRAY  MULT VERDE FOLHA
100095,CORALIT AB  ALUMINIO 3.6L
100096,ESPATULA ATLAS  PLASTICA LISA  150/8 8CM
100097,ROLO ATLAS DE LA  328/15 15CM
100098,SPRAY LAZZURIL  AMARELO  IMPERIAL 300ML
100099,MASSA CORRIDA  SUVINIL 18L
100100,CABO FLEX  10.00MM2 750V  (ROLO) -CORFIO
100101,CABO FLEX  6.00MM2 750V  (ROLO) -CORFIO
100102,CABO FLEX  2.50MM2 750V  (ROLO) -CORFIO
100103,CABO FLEX  4.00MM2 750V  (ROLO) -CORFIO
100104,FITA ISOLANTE  SCOTCH 33+ 20MT  -3M /PIRELLI
100105,TAMPAS  PLASTICAS 38 MM  C/ SELO
100106,PN 17X103 EBANO  WENGUE RET A 62  CX 1.22 M2 (DEP.3)
100107,ARG. LIGAMAX  BRANCA EXTRA SC  20 KG ELIANE
100108,PS 44X44 PORFIDO  BEIGE A N-66 CX  2.40 M2
100109,TE SD 60MM -TIGRE
100110,JOELHO 90 SD  60MM -TIGRE
100111,JOELHO 45 SD  60MM -TIGRE
100112,CURVA 90 SD  60MM -TIGRE
100113,TE SD 60X50 - TIGRE
100114,BUCHA DE  REDUCAO SD  CURT 60 X 50MM - TIGRE
100115,TUBO PVC  SOLDAVEL 60 X  6MTS -TIGRE
100116,ADESIVO PLAS  FRASCO 850G - TIGRE
100117,MASSA ACR  CORAL 18L
100118,ARG. CIMENTCOLA  AC I INT. CINZA  (SC 20 KG)
100119,REJUNTAMENTO  FLEXIVEL BEGE 01  KG - QUARTZOLIT
100120,QUADRO  DISTRIB+BARRAME 27/36 DISJ.-TIGRE
100121,TUBO  ELETRODUTO  ROSC 3.0M 1" - TIGRE
100122,CONDUITE  CORRUG.1"  (ROLOC/25)  STANDARD - FORTLEV
100123,TUBO  ELETRODUTO  ROSC 3.0M 1.1/2 - TIGRE
100124,DISJUNTOR TRIP.  50 AMP. DIN - ALUMBRA
100125,CANAFLEX 1.1/2  PRT C/50M - PETECH
100126,ALICATE DIGITAL  AMPERIMETRO - BRASFORT
100127,LUVA SD 25MM - KRONA/PLASTILIT
100128,ABRAC.NYLON 3.5  X 140 (CADA) - UYUSTOOLS
100129,CB FLEXIVEL 750V  C4 PVC BWF 1X250  PR
100130,CB FLEXIVEL 750V  C4 PVC BWF 1X250  AZ
100131,CB FLEXIVEL 750V  C4 PVC BWF 1X250  VM
100132,CB FLEXIVEL 750V  C4 PVC BWF 1X250  VD
100133,CB FLEXIVEL 750V  C4 PVC BWF 1X250  AM
100134,CB FLEXIVEL 750V  C4 PVC BWF 1X250  BR
100135,CB FLEXIVEL 750V  C4 PVC BWF 1X40  PR
100136,CB FLEXIVEL 750V  C4 PVC BWF 1X40  VM
100137,CB FLEXIVEL 750V  C4 PVC BWF 1X40  BR
100138,CB FLEXIVEL 750V  C4 PVC BWF 1X60  PR
100139,CB FLEXIVEL 750V  C4 PVC BWF 1X60  AZ
100140,CB FLEXIVEL 750V  C4 PVC BWF 1X60  VD
100141,CB FLEXIVEL 750V  C5 PVC BWF 1X100  PR
100142,CB FLEXIVEL 750V  C5 PVC BWF 1X100  AZ
100143,CB FLEXIVEL 750V  C5 PVC BWF 1X100  VD
100144,CB FLEXIVEL 750V  C5 PVC BWF 1X160  PR
100145,CB FLEXIVEL 750V  C5 PVC BWF 1X160  AZ
100146,CB FLEXIVEL 750V  C5 PVC BWF 1X160  VD
100147,CB FLEXIVEL 750V  C5 PVC BWF 1X250  PR
100148,SELATRINCA  SUVINIL 0.31L
100149,MASSA CORRIDA  CORAL 18L
100150,VALVULA  PRESSMATIC  MICTORIO  COMPACT DOCO  CROMADO .
100151,PARAFUSO  LONG.SUPER  BACIA/BIDE  VPL974 ES  CROMADO .
100152,PARAFUSO  LONG.SUPER  BACIA/BIDE  VPL974 ES  CROMADO .
100153,PARAF.FIXACAO  BACIA/BIDE SP-13  DECA CROMADO .
100154,ANEL CERA C/KIT  MAXSEAL . .
100155,ESPUDE P/VASO  SANITARIO  AMANCO . .
100156,ENGATE PLASTICO  1/2X40CM  AMANCO . .
100157,ASSENTO AP-01 BR  UNIV.C/ANTIBACTE DEC BRANCO GELO  .
100158,REGISTRO ESF SD  C/UNIAO 50 PVC - TIGRE
100159,TUBO PVC  SOLDAVEL 32 X  6MTS -TIGRE
100160,BUCHA DE  REDUCAO SD  LONGA 50 X 32MM - TIGRE
100161,REGISTRO ESF SD  C/UNIAO 60 PVC - TIGRE
100162,CURVA 90 LONGA  ESG 100 -TIGRE
100163,REGISTRO ESF SD  C/UNIAO 25 PVC - TIGRE
100164,AGUARRAS CORAL  5L
100165,AGUARRAS  SUVINIL 5L
100166,ESCADA ALULEV  ALUMINIO  EXTENSIVA 12  DEGRAUS
100167,FITA CREPE ADERE  24X50MM
100168,BACIA P/CX IZY  DECA LOUCA GELO  .
100169,CX P/BACIA DECA  CD-00F IZY RAV  ASPEN BRANCO .
100170,MICTORIO  PEQ.SIFONADO  INTEGRADO M-715  DE BRANCO .
100171,ANDALUZ QUADRO  COMANDO  600X500X200
100172,HASTE P/  ATERRAMENTO  COBRE 3/4 X 3.0M  IH-1034
100173,CABECOTE DE  ALUMINIO 4  CAC008
100174,TERMINAL  MECANICO 185MM
100175,CONECTOR  PARAFUSO  FENDIDO 150MM  PFS 010
100176,CONECTOR  PARAFUSO  FENDIDO 35MM  PFS 005
100177,BUCHA  ELETRODUTO 3/4
100178,ARRUELA  ELETRODUTO 3/4
100179,CAIXA  MONOFASICA  POLICARBONATO  CMD1-2 TAF
100180,ITAGRES-CRETA  BONE 31.5X61.5  T335 10/9/13  110015
100181,ITAGRES-BORELO  BEIGE 45X45 T2 TM  28/02/14 111025
100182,INCEPA-MARMO  ANTICO BEGE  33X60(1.19
100183,ARGAMASSA  BRASIL EXTERNA
100184,VENDA DE ATIVO  IMOBILZADO- MAQUINÁRIO
100185,CORALIT AB OURO  0.9L
100186,ANJO LACA  ALUMINIO  OPALESCENTE  900ML
100187,ENDURECEDOR  LAZZURIL 8110  100ML
100188,MASSA POLIESTER  LAZZURIL 750G
100189,PRIMER LAZZURIL  8200 800ML
100190,REDUTOR 3001  TEMPO 900ML
100191,ARG. AC III SUPER  LIGA CINZA PISO  S/ PISO SC 20 KG -  BRASIL
100192,RV 32.5X56.5  34440 HD A  (0021410-6) -  INCEFRA CX 2.21  (DP 02)
100193,RV 32X57 REF  58103 A59-8 (08- 03-15) CX 2.00M2
100194,TUBO PVC ESG 100  X 6 MTS - CARDINALE /  PLASTILIT
100195,ARG. LIGAMAX  EXTRA CINZA SC  20 KG ELIANE
100196,GRELHA ROTATIVA  C-C 10X10 ACO 304
100197,EXTENSOR ATLAS  4M
100198,CABINHO 2.5MM  750V PR
100199,DISJUNTOR MINI  1P 16A CURVA C  3KA SDD61C16
100200,CABINHO 2.5MM  750V PR
100201,CABINHO 2.5MM  750V VM  1107504RL
100202,CABINHO 2.5MM  750V BR 1107505RL
100203,CABINHO 2.5MM  750V AZ
100204,CABINHO 2.5MM  750V VD
100205,CABINHO 2.5MM  750V AM  1107506RL
100206,FITA ISOLANTE  SCOTCH 33+  19MMX20M  H0002243782
100207,DISJUNTOR MINI  1P 20A CURVA C  3KA SDD61C20
100208,DISJUNTOR MINI  1P 16A CURVA C  3KA SDD61C16
100209,DISJUNTOR MINI  2P 20A CURVA C  3KA SDD62C20
100210,PS 44X44 PORFIDO  BEIGE A 174 CX  2.40 M2
100211,ARG.  SUPERCIMENTCOLA AC II EXT. (SC 20  KG)
100212,ESPAC. P-PISOS E  REVEST. 1.5 MM
100213,RV 32X57 REF  58103 A 50-8 (21- 09-14) CX 2.00M2
100214,REJUNTAMENTO  FLEXIVEL CZ  PLATINA 01 KG -  QUARTZOLIT
100215,*PISTOLA  PULVERIZADORA  HVLP W660 127V  UN 0001 UN
100216,CABIDEIRO  P/PORTA ECLIPSE  27X27X6CM UN  0001 UN
100217,TEXTURA RUSTICA  CORAL BASE PM  16L
100218,ENGATE PLASTICO  50CM X 1/2 -TIGRE
100219,SIFAO  SANFONADO  MOBYLLE  MULTIUSO -TIGRE
100220,VALV.ESC.UNIV.CR  (1601-CR) - FABRIMAR
100221,TUBO PVC  SOLDAVEL 50 X  6MTS -TIGRE
100222,TUBO RED GALV.  C/R 2.1/2 X 3.75  (MEDIO) 76.10  EXTERNO
100223,TUBO RED GALV.  C/R 1 X 3.35  (MEDIO) 33.70  EXTERNO
100224,PERFIL U ENRIJ -  3&AMP;QUOT; X  3.00MM  (75ABA40X15)
100225,VALV.ESC.COZINH CR 3.1/2 (1606- CR) -FABRIMAR
100226,SIFAO MOBYLLE  COPO MULTIUSO - TIGRE
100227,SIFAO  SANFONADO  DUPLO UNIV-ASTRA
100229,VEDATOP 18 KG CX.
100230,EVAPORADORA  MIDEA VITA HW 9K  220/1 F
100231,CONDENSADORA  MIDEA VITA HW 9K  220/1 F
100232,SPLIT HITACHI  INVERTER HW 22K  220V/1 Q/F
100233,FITA CREPE ADERE  48X50MM
100234,DECORA SB BASE P  16L MARFIM  CLASSICO
100235,FITA CREPE ADERE  18X50MM
100236,FITA CREPE ADERE  48X50MM
100237,WANDA  MARTELADO  CINZA CLARO 3.6L
100238,VERNIZ 8000  BICOMPONENTE  LAZZURIL 750ML
100239,ENDURECEDOR  LAZZURIL 054  150ML
100240,PA MQ RE 1/4X3/4  RI ZB 42015801
100241,PO SX UNC 1/4  CHV 7/16 ZB  60015401
100242,AR LI 1/4  81015101 ZB
100243,BUCHA NYLON S7  NE 1541/601541
100244,FI CH PH 4.5X40 RI  BC 39162602
100245,LAMP LED TUB T8  C/1.2M 20W 6500K  MB4862
100246,LAMP TUB LED 18W  6400K TL8316  EMPALUX
100247,SOQ TOMADINHA  119 EMB 2PÇS  PERLEX
100248,INT 2SS+TOM  2P+T S/P SB 1343  FAME
100249,CONJ 1S+TOM S/P  SB 681/1341 FAME
100250,BRAC FECHADA  COND 3/4 TIGRE
100251,CURVA 90ELET  COND.3/4 TIGRE
100252,FITA ISOL 3M 20M
100253,PLAFON  C/SOQ.PLASTICO  CERGE
100254,LAMP SUPERLED  S40 8W 6400K  3129 OUROLUX
100255,ABRAC TIPO U 3/4  INCA
100256,ABRAC TIPO U 1/2  INCA
100257,ABRAC RSC S/FIM  (13-16) 1/2X5/8
100258,CONJ 1S+TOM  2P+T SB 1357  FAME
100259,CX CONDULETE  TOP 6ENT 1" TIGRE
100260,CX PADRAO SE 934  FAME
100261,INT 1S+TOM 2P+T  10A SE 1409 FAME
100262,ADAP COND TOP  3/4 TIGRE
100263,FIO PARALELO  2X1.5MM METRO
100264,ADAP UNIVERSAL  560 CERGE
100265,PLUGUE 2P PQ  2402 FAME
100266,PLUGUE MACHO  COLOR SS 1887  FAME
100267,TOM PAD 2P+T  MULT TRIP 10A  1927 FAME
100268,PESADORA  HELIMATIC
100269,BOMBA DE  PARAFUSO  PEQUENA. USADO  NO ESTADO
100270,BOMBAS DE  PARAFUSO.  USADO NO ESTADO
100271,TANQUE EM ACO  INOX. USADO NO  ESTADO
100272,TANQUE PULMAO.  USADO NO ESTADO
100273,RODA FERRO (5.0J  * 1
100274,QD SOB UNIV DIN  70 225A C/B CEMA
100275,DISJ THQD 3X  200A 22KA GE
100276,DISJ RECORD 3X  315A 35KA 400VCA  GE
100277,SPLIT HITACHI  INVERTER HW 18K  220V/1 F
100278,MOINHO COLOIDAL
100279,DOSADOR SEMI  AUTOMATICO
100280,TUBO QUAD GALV.  20 X 20 X 1.55 (16)
100281,CANTONEIRA 1 X  1/8
100282,CANTONEIRA 2 X  3/16
100283,TUBO RED GALV.  C/R 3/4 X 2.25  (LEVE) 26.90  EXTERNO
100284,GONZO 5/8
100285,ELET ESAB OK  SERRALHO 2.50  (FINO)
100286,TUBO QUAD GALV.  50 X 50 X 1.25 (18)
100287,CAIXA 018 - 180  LITROS BRANCA
100288,TAMPA CAIXA 180  LITROS 018  BRANCA
100289,CAIXA 010-130  LITROS BRANCA
100290,TAMPA CAIXA  130LT.010 BRANCA
100291,CONTENTOR C/PES  030 372L E  SUPORTE BRANCA
100292,TAMPA  CONTENTOR 372-  LT 030 BRANCA
100293,CAIXA  HORTIFRUTI  C/PORTA  ETIQUETA VERDE
100294,CAIXA  HORTIFRUTI  FECHADA VERDE
100295,ET ADESIVA 48X50  CR
100296,SELADORA  MICROMATIC MH  300 PN
100297,FILME 22X  TRANSPARENTE
100298,ABRAC.ACO  20/40W -INCA
100299,SOQUETE  TOMADINHA  C/RABICHO - INGEMAG
100300,TUBO  ELETRODUTO  ROSC 3.0M 3/4 - TIGRE
100301,IMPRESSORA  LASERJET HP  M127FN  MULTIFUNCIONAL  N\S BRBSH8RKCC  12 MESES  GARANTIA  FABRICANTE
100302,MONITOR LED AOC  18.5 E970SWNL  N\S  HND59IA007243.H 12 MESES  GARANTIA  FABRICANTE
100303,LAMP LED TUB T8  C/60CM 10W  6500K MB4860
100304,PERFIL CALHA  TIGREFIX  20X10MM TIGRE
100305,ESCOVA DE ACO C  CABO ATLAS  1840/4
100306,KPO BRANCO  237ML
100307,LIXA DE FERRO  80 CARBORUNDUM
100308,ARMATEC 1L
100309,DISCO C/ LIXA  FLAP CURVO  IRWIM
100310,BATIDA DE PEDRA  MAXI RUBBER  900ML
100311,SUVINIL SB PALHA  3.6L
100312,DECORA SB BASE F  3.2L OCRE  COLONIAL - RM
100313,DESEMPENADEIRA  ATLAS DE ACO  LISA 143
100314,ROLO ATLAS DE  ESPUMA CINZA  406/15 15CM
100315,MASCARA ATLAS  DESCARTAVEL C  VALVULA
100316,MASCARA ATLAS  DESCARTAVEL S/  VALVULA
100317,CHAPA PS 1MM  (IMP. DIG.)
100318,PERFIL ESTRIADO  BRANCO
100319,ACABAMENTO  RODA FORRO
100320,QD COMDO  1200X800X350MM  C/FLAN CEMA
100321,COMP NAVAL  10MM 160 X 220
100322,OSB 08MM 122 X  220
100323,CANALETA ADES  20X12 DXN10051  PRIME
100324,CHAVE  TRIF.REVER.MOT30 500VPRM6022
100325,TOM UN 2P+T SE  1413 FAME
100326,PLACA CEGA SE  935 FAME
100327,COTOVELO INT  12CM BR  DXN11042 PRIME
100328,COTOVELO EXT  12CM BR  DXN11041 PRIME
100329,TAMPA CEGA  COND 1" TIGRE
100330,DISJ DIN 3X40A CC  FAME
100331,JOELHO 45 SD  25MM -TIGRE
100332,ADESIVO PLAS FR  175G C/PINCEL - TIGRE
100333,LUVA SD C/BCH  LATAO 25MM X 3/4  -TIGRE
100334,JOELHO 90 C/BCH  LATAO 25MM X 1/2  -TIGRE
100335,COMPRESSOR  10/100L E10/100V  TRI 140LBS ECON  PRESSURE  E10/100VT
100336,ROCADEIRA  LATERAL TBC43H  C/GUIDAO  TOYAMA 28-1006
100337,SERRA MARMORE  A SECO 1300W  4100NH3ZX2-220V  MAKITA  4100NH3ZX2-220V
100338,PLACA CEGA 4X4  SERIE BLANC - FAME
100339,PLACA CEGA 4X2  SERIE BLANC - FAME
100340,PLACA DE  CONTROLE  BOBINAS  VIBRATORIAS BLN  1000
100341,MOTUL 2100  15W40 SEMI  SINTETICO
100342,FILTRO DE OLEO
100343,PNEU 195R14C  106R CHRONO
100344,VALVULA TR414
100345,MT AREOLA
100346,RODIZIO  GIRAT.PLACA GEL  TRANSP SCH
100347,DIESEL S10
100348,NOVACOR PISO  BRANCO 18L
100349,NOVACOR PISO  CINZA 3.6L
100350,SUPER LAVAVEL  BASE M 3.2L  VERDE KIWI - RM
100351,ESTRUTURA EM  ACO TIPO PORTA  PALLET
100352,PERFIL U ENRIJ -  3&AMP;QUOT; X  2.65MM  (75ABA40X15)
100353,PARAF FIX TELHAS  3/4 (6.30 X 19MM)  X 14 (3/8)
100354,DISCO CLASSIC  (115X1.0X22.23)  4.1/2 X 3/64 X  F.7/8
100355,PRESTAÇÃO DE  SERVIÇO
100356,CIMENTO  ALVORADA 50KG
100357,FOSSA 1.00 X 1.00  FIARCAL
100358,FILTRO 1.00 X  1.00 FIARCAL
100359,MT PEDRA 4
100360,TELHA 4MM  2.44X0.50 ETERNIT
100361,PREGO P/ TELHA  18 X 27 1/2KG
100362,SUMIDOURO 1.00  X 1.50 FIARCAL
100363,271.04.019.001 -  ENGRENAGEM  MOVIDA
100364,271.04.018.001 -  ENGRENAGEM  MOTORA
100365,SENSOR INDUTIVO  18MM DN5-19A
100366,SENSOR INDUTIVO  8MM DN2-9A
100367,RESISTENCIA L  9.52X250X400W -  127V
100368,PERFIL T GLUME
100369,DISJ TQD 3X 200A  10KA GE
100370,DISJ TQD 3X 100A  10KA GE
100371,DISJ TQD 3X 200A  10KA GE
100372,DISJ TQD 3X 100A  10KA GE
100373,BOIA VAZAO  TOTAL 3/4
100374,CAP SD AMANCO  60MM
100375,REG ESFERA VS  60MM TIGRE
100376,CURVA SD  AMANCO 90X60MM
100377,CAP AMANCO  150MM
100378,CURVA SD  AMANCO 90X25MM
100379,CURVA SD  AMANCO 90X25MM
100380,TE SD AMANCO  25MM
100381,SERRA MANUAL  12" 32D 1232  STARRET
100382,TUBO PVC SD 6M  60MM AMANCO
100383,BUCHA NYL S6 NE  1540/601540
100384,FI CH PH 4.0X30  PS BC 39152202
100385,TAMPA 3INT COND  1" TIGRE
100386,ELETROD COND  TOP 3/4 AMANCO
100387,LUVA SIMP 100MM  TIGRE
100388,ADESIVO TUBO  PVC 175G AMANCO
